gender,name,origin
F,ანინე,ქალდეური
F,ანისია,ბერძნული
F,ანიტა,ებრაული
F,ანნა,ებრაული
F,ანნა-მარია,
F,ანტონინა,ბერძნული
F,ანუკა,ქართული
F,ანუკი,ქართული
F,ანუსია,ბერძნული
F,აოი,იაპონური
F,აპოლინარია,
F,აპფია,
F,არეთა,არაბული
F,არიადნა,ბერძნული
F,არიანდა,ბერძნული
F,არიშა,ბერძნული
F,არტემია,ბერძნული
F,არქელა,ბერძნული
F,ასია,არაბული
F,ასინეთ,ებრაული
F,ასკილა,ქართული
F,ასკიტრეა,ბერძნული
F,ასკლიდია,
F,ასკლიპიოდოტა,ბერძნული
F,ასმათ,არაბული
F,ასპიროზა,
F,აღათი,ბერძნული
F,აღათია,ბერძნული
F,აღათოკლია,ბერძნული
F,აღაპია,ბერძნული
F,ბაბალე,ბერძნული
F,ბაბილინა,ლათინური
F,ბაია,ქართული
F,ბაისო,არაბული
F,ბარბარა,ბერძნული
F,ბარბარე,ქართული
F,ბასილისა,ბერძნული
F,ბეა,ლათინური
F,ბეატრის,ლათინური
F,ბეატრისა,ლათინური
F,ბებეა,ბერძნული
F,ბედისა,ქალდეური
F,ბელა,ლათინური
F,ბენიკო,იაპონური
F,ბერა,
F,ბერტა,გერმანული
F,ბიქტორინა,
F,ბორენა,
F,ბროლა,ქართული
F,ბუბუ,ქართული
F,გაათა,
F,გავარა,არაბული
F,გაიანე,ლათინური
F,გალინა,ბერძნული
F,გედია,ქართული
F,გვანცა,ქართული
F,გვიტია,ქართული
F,გვრიტა,ქართული
F,გიული,სპარსული
F,გლაფირა,ბერძნული
F,გლიკერია,ბერძნული
F,გოგოლა,ქართული
F,გოლინხუდა,სპარსული
F,გრიგოლი,ბერძნული
F,გუგულა,ქართული
F,გუგული,ქართული
F,გულარისა,ქართული
F,გულდა,სპარსული
F,გულვარდი,ქართული
F,გულვარდისა,ქართული
F,გულთამზე,ქართული
F,გულია,ქართული
F,გულიზა,სპარსული
F,გულიზარ,სპარსული
F,გულიკო,ქართული
F,გულისა,ქართული
F,გულისვარდი,ქართული
F,გულნაზ,სპარსული
F,გულნარა,სპარსული
F,გულო,ქართული
F,გულსუნდა,ქართული
F,გულქან,სპარსული
F,გულქანა,ქართული
F,გულჩარა,ქართული
F,გულჩინა,სპარსული
F,გულჩორა,სპარსული
F,გულჯავრი,ქართული
F,გუნლაზი,სპარსული
F,გურანდა,სპარსული
F,გურანდუხტ,სპარსული
F,გუჯა,ქართული
F,დადიკა,ქართული
F,დადუნა,
F,დავარ,ქართული
F,დალი,ქართული
F,დარეჯან,ქართული
F,დარია,სპარსული
F,დარიკო,ქართული
F,დარო,ქართული
F,დაფინე,ლათინური
F,დაჯი,
F,დედისიმედი,ქართული
F,დენოლა,ქართული
F,დესპინე,ბერძნული
F,დიანა,ლათინური
F,დილა,ლათინური
F,დინა,ქართული
F,დინარა,ქართული
F,დოდო,ქართული
F,დომინიკა,ლათინური
F,დომნა,ლათინური
F,დომნიკა,ლათინური
F,დომნინა,ლათინური
F,დონა,ლათინური
F,დორა,ბერძნული
F,დოროთეა,ბერძნული
F,დროსიდა,ბერძნული
F,დუკლიდა,
F,დუნდარა,
F,ედია,
F,ევა,ბერძნული
F,ევანთია,ბერძნული
F,ევბულა,ბერძნული
F,ევგენია,ბერძნული
F,ევდოკია,ბერძნული
F,ევთალია,ბერძნული
F,ევლალია,ბერძნული
F,ევლამპია,ბერძნული
F,ევნიკია,ბერძნული
F,ევპრაქსია,ბერძნული
F,ევსტოლია,ბერძნული
F,ევტროპია,ბერძნული
F,ევფოსინე,ბერძნული
F,ევფრასია,ბერძნული
F,ეთერ,ებრაული
F,ეთერი,ებრაული
F,ეთო,ქართული
F,ეკა,ქართული
F,ეკატერინე,ბერძნული
F,ელენა,ბერძნული
F,ელენე,ბერძნული
F,ელეონორა,ებრაული
F,ელზა,გერმანული
F,ელიზა,ებრაული
F,ელიზაბედ,ებრაული
F,ელიზაბეტ,ებრაული
F,ელიკო,ქართული
F,ელიკონიდა,ბერძნული
F,ელისაბედ,ებრაული
F,ელისო,ქართული
F,ელისონი,ინგლისური
F,ელიტა,ლათინური
F,ელპიდე,ბერძნული
F,ელპიდი,
F,ემა,გერმანული
F,ემილი,ლათინური
F,ემილია,
F,ენათა,
F,ეპისტიმია,ბერძნული
F,ეპიხარია,ბერძნული
F,ეპრაქსია,ბერძნული
F,ერიკა,სკანდინავიური
F,ერმიონია,ბერძნული
F,ეროტიიდა,ბერძნული
F,ესმა,ესპანური
F,ესფირი,
F,ეუჟენია,ფრანგული
F,ეფემია,
F,ეფროსინე,ბერძნული
F,ეშხა,ქართული
F,ვალენტინა,ლათინური
F,ვალერია,ლათინური
F,ვანდა,სლავური
F,ვარვარა,ბერძნული
F,ვარსკვლავისა,ქართული
F,ვასა,
F,ვასილისა,ბერძნული
F,ვენერა,ლათინური
F,ვერა,რუსული
F,ვერიკო,ქართული
F,ვერონიკა,
F,ვიკა,ლათინური
F,ვიკი,ინგლისური
F,ვიკტორია,ლათინური
F,ვიოლა,ფრანგული
F,ვიოლეტა,ფრანგული
F,ზაირა,თურქული
F,ზეინაბ,არაბული
F,ზიზი,უნგრული
F,ზინაიდა,ბერძნული
F,ზინობია,ბერძნული
F,ზოია,ბერძნული
F,ზუკა,ქართული
F,თაზო,ქართული
F,თათა,ქართული
F,თათია,ქართული
F,თათული,ქართული
F,თაკო,ქართული
F,თალიკო,ქართული
F,თამარ,ებრაული
F,თამარი,სპარსული
F,თამთა,ქართული
F,თამთიკე,ქართული
F,თამი,ქართული
F,თამილა,ინდური
F,თამრიკო,ქართული
F,თამრო,ქართული
F,თამუნა,ქართული
F,თამჩო,ქართული
F,თანანა,ქართული
F,თეა,ქართული
F,თებე,ბერძნული
F,თებრონე,ქართული
F,თედოსია,ბერძნული
F,თეთრუა,
F,თეკლა,ებრაული
F,თეკლე,ბერძნული
F,თეო,ბერძნული
F,თეოდორა,ბერძნული
F,თეოდოსია,ბერძნული
F,თეოდოტია,ბერძნული
F,თეოზვა,
F,თეონა,ბერძნული
F,თეონილა,
F,თეოპისტია,ბერძნული
F,თეოფანია,ბერძნული
F,თეოფილა,ბერძნული
F,თეოქტისტა,ბერძნული
F,თესალონიკია,ბერძნული
F,თვარელა,
F,თიბეა,ბერძნული
F,თიკა,ქართული
F,თიკო,ქართული
F,თინა,ქართული
F,თინათინ,ქართული
F,თინათინი,ქართული
F,თინიკო,ქართული
F,თმაგიშერა,ქართული
F,თომაიდა,ბერძნული
F,თორელა,
F,თუთა,ქართული
F,თუთია,ქართული
F,ია,ბერძნული
F,იათამზე,ქართული
F,იამზე,ქართული
F,იდა,ევროპული
F,ივდით,ებრაული
F,ივდითი,ებრაული
F,ივლიტა,ლათინური
F,იზა,
F,იზაბელა,ებრაული
F,იზოლდა,ევროპული
F,ილარია,ბერძნული
F,ილონა,უნგრული
F,იმედა,ქართული
F,ინა,ევროპული
F,ინგა,სკანდინავიური
F,ინდირა,ინდური
F,ინეზა,ლათინური
F,იოანა,ებრაული
F,იოვილა,ბერძნული
F,იოკო,იაპონური
F,იოლან,უნგრული
F,იოლანდა,ბერძნული
F,იოუკო,იაპონური
F,იოშიკო,იაპონური
F,ირა,ებრაული
F,ირაიდა,ბერძნული
F,ირინე,ბერძნული
F,ირმა,
F,ისიდორა,ბერძნული
F,იუზუკი,იაპონური
F,იუკიკო,იაპონური
F,იულია,ლათინური
F,იულიანა,ლათინური
F,იულიანია,ლათინური
F,იუმი,იაპონური
F,იუმიკო,იაპონური
F,იუნა,იაპონური
F,იუნია,ლათინური
F,იუსტინა,ლათინური
F,იუუმა,იაპონური
F,კაზდოე,
F,კაზუკო,იაპონური
F,კაზუმი,იაპონური
F,კაკა,
F,კალერია,ლათინური
F,კალისა,ბერძნული
F,კალისთენია,ბერძნული
F,კალისტა,ბერძნული
F,კაორი,იაპონური
F,კაპიტოლინა,ლათინური
F,კარინა,სკანდინავიური
F,კასუმი,იაპონური
F,კატალინ,უნგრული
F,კატო,ქართული
F,კაუშალი,ინდური
F,კეიკო,იაპონური
F,კეკელა,ქართული
F,კერკირა,ბერძნული
F,კესანე,ქართული
F,კესარია,ბერძნული
F,კესო,ქართული
F,კვირიაკია,ბერძნული
F,კვირიენა,ბერძნული
F,კვირილა,სპარსული
F,კირა,ბერძნული
F,კლავდია,ლათინური
F,კლარა,ლათინური
F,კლეოპატრა,ბერძნული
F,კონია,
F,კონკორდია,ლათინური
F,კრავაი,
F,კრისკენტია,ლათინური
F,კრისტინა,ლათინური
F,კრისტინე,ლათინური
F,კუმიკო,იაპონური
F,ლალი,ირანული
F,ლამაზა,ქართული
F,ლამარა,ქართული
F,ლამზირა,ქართული
F,ლანა,რუსული
F,ლარისა,ბერძნული
F,ლაურა,ლათინური
F,ლედი,
F,ლეილა,არაბული
F,ლელა,ქართული
F,ლეონილა,ბერძნული
F,ლერწამისა,ქართული
F,ლია,ებრაული
F,ლიანა,ევროპული
F,ლიდა,ბერძნული
F,ლიდია,ბერძნული
F,ლიზა,ებრაული
F,ლიზი,
F,ლიზიკო,ქართული
F,ლიკა,
F,ლილე,ქართული
F,ლილი,ლათინური
F,ლილიანა,ევროპული
F,ლილიკო,ქართული
F,ლინა,ლათინური
F,ლინდა,ესპანური
F,ლოლა,ესპანური
F,ლოლიტა,ესპანური
F,ლონდა,ბერძნული
F,ლუბა,
F,ლუდმილა,რუსული
F,ლუიზა,ფრანგული
F,ლუკია,ლათინური
F,ლუკიანა,ლათინური
F,ლულუ,
F,მაგდა,ებრაული
F,მაგდალინა,ბერძნული
F,მაგდანა,ებრაული
F,მაგული,
F,მადანი,ქართული
F,მადლენა,ფრანგული
F,მადონა,იტალიური
F,მავრა,ბერძნული
F,მაზიტა,
F,მათიკო,ქართული
F,მათუნა,
F,მაი,იაპონური
F,მაია,ინდური
F,მაისა,ქართული
F,მაკა,ქართული
F,მაკინე,
F,მაკო,ქართული
F,მაკრინა,ბერძნული
F,მაკრინე,ბერძნული
F,მაკუნა,ქართული
F,მალვინა,ინგლისური
F,მამელხვა,
F,მამი,იაპონური
F,მამიკა,
F,მამისიმედი,ქართული
F,მანანა,ებრაული
F,მანეფა,ებრაული
F,მანიჟა,
F,მანჩო,ქართული
F,მარადი,ქართული
F,მარგალიტა,ბერძნული
F,მარგო,ბერძნული
F,მარეხ,ბერძნული
F,მარეხი,ბერძნული
F,მართა,სირიული
F,მარი,ებრაული
F,მარია,ლათინური
F,მარიამი,ებრაული
F,მარიანა,ლათინური
F,მარიკა,ლათინური
F,მარინა,ლათინური
F,მარინე,ლათინური
F,მარიონილა,
F,მარიტა,ბერძნული
F,მარიხი,
F,მასტრიდია,ბერძნული
F,მატილდა,გერმანული
F,მატრონა,ლათინური
F,მაყვალა,ქართული
F,მაშა,რუსული
F,მაშიკო,ქართული
F,მაშო,ქართული
F,მაცაცო,ქართული
F,მეგი,ინგლისური
F,მეგუმი,იაპონური
F,მედეა,ქართული
F,მეკაშო,ქართული
F,მეკო,
F,მელანია,ბერძნული
F,მელანო,ქართული
F,მელინა,
F,მელიტა,ბერძნული
F,მელიტინა,ბერძნული
F,მერი,
F,მეტია,ქართული
F,მზაღო,ქართული
F,მზევინარ,ქართული
F,მზეთამზე,ქართული
F,მზეთვალა,ქართული
F,მზეონა,ქართული
F,მზექალა,ქართული
F,მზეხა,ქართული
F,მზეხათუნი,ქართული
F,მზია,ქართული
F,მზირა,ქართული
F,მზისადარ,ქართული
F,მზისთანადარი,ქართული
F,მზიულა,ქართული
F,მთვარისა,ქართული
F,მია,
F,მიდორი,იაპონური
F,მინადორა,ბერძნული
F,მინამი,იაპონური
F,მირანდა,ლათინური
F,მირანდუხტი,
F,მისაკი,იაპონური
F,მიტრადორა,ბერძნული
F,მიუ,იაპონური
F,მნათობი,ქართული
F,მნათობისა,ქართული
F,მოე,იაპონური
F,მოიკო,
F,მონავარდისა,ქართული
F,მონიკა,ლათინური
F,მუზა,ბერძნული
F,ნადეჟდა,რუსული
F,ნადია,
F,ნაზი,ქართული
F,ნაზო,
F,ნათელა,ქართული
F,ნათია,ქართული
F,ნაია,
F,ნაირა,ბერძნული
F,ნანა,ქართული
F,ნანამი,იაპონური
F,ნანი,ქართული
F,ნანიკო,ქართული
F,ნანკა,ქართული
F,ნანო,
F,ნანული,ქართული
F,ნაოკო,იაპონური
F,ნაომი,იაპონური
F,ნარგიზა,ბერძნული
F,ნარგიზი,ქართული
F,ნასტია,სლავური
F,ნატა,ლათინური
F,ნატალი,ლათინური
F,ნატალია,ლათინური
F,ნატო,ლათინური
F,ნაცუკი,იაპონური
F,ნელი,ევროპული
F,ნენე,ქართული
F,ნენსი,ებრაული
F,ნეონილა,
F,ნესტან,ქართული
F,ნესტანი,ქართული
F,ნია,ქართული
F,ნიაკო,ქართული
F,ნიმფადორა,ბერძნული
F,ნინა,
F,ნინაკა,ქართული
F,ნინელი,რუსული
F,ნინი,ქართული
F,ნინიკო,ქართული
F,ნინო,ბერძნული
F,ნინუკა,ქართული
F,ნინუცა,ქართული
F,ნისა,არაბული
F,ნისიმე,
F,ნიტა,
F,ნიცა,ბერძნული
F,ნონა,ეგვიპტური
F,ნორა,ლათინური
F,ნორიკო,იაპონური
F,ნუკა,ქართული
F,ნუკი,ქართული
F,ნუნექია,ბერძნული
F,ნუნუ,ქართული
F,ნუნუკა,ქართული
F,ნუშო,
F,ნუცა,ქართული
F,ნუცი,ქართული
F,ნუციკო,ქართული
F,ოლდა,
F,ოლივია,ლათინური
F,ოლიმპიადა,ბერძნული
F,ოლღა,სკანდინავიური
F,პარასკევა,ბერძნული
F,პარულ,ინდური
F,პატარქალი,ქართული
F,პელაგია,ბერძნული
F,პეპელა,ქართული
F,პეროჟავრა,სპარსული
F,პერპეტუა,ლათინური
F,პირვარდისა,ქართული
F,პირიმზე,ქართული
F,პისტი,
F,პოპლია,ლათინური
F,ჟამიტა,ქართული
F,ჟანა,ებრაული
F,ჟენია,ფრანგული
F,ჟუჟა,უნგრული
F,ჟუჟუნა,ქართული
F,რაგინი,
F,რაისა,ბერძნული
F,რაქილი,
F,რეიკა,იაპონური
F,რინ,იაპონური
F,რიტა,ბერძნული
F,რიფსიმე,ბერძნული
F,რიშქალა,
F,როდამ,სპარსული
F,როზა,ლათინური
F,რუთი,
F,რუსა,
F,რუსუდან,ქართული
F,რუფინა,ბერძნული
F,საბედა,ქართული
F,საბიანა,
F,საგდუხტა,ირანული
F,სადაკო,იაპონური
F,სადნა,ინდური
F,საიური,იაპონური
F,საკურა,იაპონური
F,სალი,ქართული
F,სალომე,ებრაული
F,სანათა,ქართული
F,სანდრა,ბერძნული
F,სარა,ებრაული
F,სარაფიმა,ებრაული
F,საქში,ინდური
F,საჩიკო,იაპონური
F,საცუკი,იაპონური
F,საცუკო,იაპონური
F,სებასტიანა,ბერძნული
F,სესი,ლათინური
F,სესილი,ლათინური
F,სესილია,ლათინური
F,სვეტა,რუსული
F,სვინკლიტიკია,ბერძნული
F,სიდონია,ებრაული
F,სინდია,ბერძნული
F,სირა,
F,სიხარულა,ქართული
F,სნანდულა,
F,სოლომონია,ებრაული
F,სოსანა,ებრაული
F,სოსიპატრა,ბერძნული
F,სოფი,ბერძნული
F,სოფია,ბერძნული
F,სოფიკო,ბერძნული
F,სოფიო,ბერძნული
F,სოფო,ბერძნული
F,სტელა,ლათინური
F,სტეფანიდა,ბერძნული
F,სულიკო,ქართული
F,სუსანა,ებრაული
F,ტაბითა,ებრაული
F,ტაისია,
F,ტასო,ქართული
F,ტატიანა,ბერძნული
F,ტეიკო,იაპონური
F,ტეკუსა,ბერძნული
F,ტერეზა,ევროპული
F,ტერეზია,
F,ტომოკო,იაპონური
F,ტომომი,იაპონური
F,ტოპრაკ,თურქული
F,ტოპრაკი,თურქული
F,ტრიფენე,ბერძნული
F,ულიანა,ლათინური
F,უმანკო,ქართული
F,უმეკო,იაპონური
F,ფავსტა,ლათინური
F,ფაინა,ბერძნული
F,ფატი,არაბული
F,ფატიმა,არაბული
F,ფატმა,არაბული
F,ფატმან,არაბული
F,ფაქიზო,ქართული
F,ფაცია,ქართული
F,ფებრონია,
F,ფედოსია,ბერძნული
F,ფერბუთა,
F,ფეფელა,ქართული
F,ფეფენა,ქართული
F,ფეფიკო,ქართული
F,ფეფო,ქართული
F,ფილიპია,ბერძნული
F,ფილიციტატა,ლათინური
F,ფილოთეა,ბერძნული
F,ფილონილა,
F,ფიონა,შოტლანდიური
F,ფიქრია,არაბული
F,ფლორა,ლათინური
F,ფოსო,ქართული
F,ფოტიდა,ბერძნული
F,ფოტო,ბერძნული
F,ფოფო,ქართული
F,ქაბატო,ქართული
F,ქალია,ქართული
F,ქარისა,ბერძნული
F,ქეთა,ქართული
F,ქეთათო,ქართული
F,ქეთევან,სპარსული
F,ქეთევანი,სპარსული
F,ქეთი,ქართული
F,ქეთო,სპარსული
F,ქიონია,ბერძნული
F,ქრისია,ბერძნული
F,ქრისტა,
F,ქრისტინა,ბერძნული
F,ქრისტინე,ბერძნული
F,ქრისტოდულა,ბერძნული
F,ქსანთიპა,
F,ქსენია,ბერძნული
F,ქურციკა,ქართული
F,ქუსდაზატი,
F,შარლოტა,გერმანული
F,შიგეკო,იაპონური
F,შიზუკა,იაპონური
F,შორენა,ქართული
F,შურა,
F,შუქია,ქართული
F,შუშანიკი,
F,ჩიიო,იაპონური
F,ჩიიოკო,იაპონური
F,ჩიორა,ქართული
F,ჩიტო,ქართული
F,ცაგო,ქართული
F,ცაგული,ქართული
F,ცაცა,ქართული
F,ცაცო,ქართული
F,ცეცილია,რომაული
F,ციალა,ქართული
F,ციკო,ქართული
F,ცინარა,ქართული
F,ცირა,ქართული
F,ცისანა,ქართული
F,ცისია,ქართული
F,ცისმარა,ქართული
F,ცისმარი,ქართული
F,ციური,ქართული
F,ციცია,ქართული
F,ციცინო,ქართული
F,ციცო,
F,ცოქალა,ქართული
F,ცუცა,ქართული
F,ძაბული,ქართული
F,ძიძია,ქართული
F,ჭიკჭიკა,ქართული
F,ხათუთა,თურქული
F,ხათუნა,თურქული
F,ხამფერა,
F,ხარიტა,ბერძნული
F,ხატია,ქართული
F,ხატუნა,
F,ხვარამზე,სპარსული
F,ხვაშაქი,
F,ხორეშანი,სპარსული
F,ჯენი,ინგლისური
F,ჯორჯია,ბერძნული
F,ჯულია,ლათინური
F,ჯულიეტა,იტალიური
F,ჯუნა,ინგლისური
F,ჰარი,ლათინური
F,ჰარუკა,იაპონური
F,ჰიროკო,იაპონური
F,ჰიტომი,იაპონური
F,ჰიურემი,თურქული
F,ჰოტარუ,იაპონური
